YEAR,MO,DY,T2M_MAX,T2M_MIN
2016,6,19,20.28,9.64
2016,6,20,18.29,13.03
2016,6,21,23.27,14.73
2016,6,22,27.35,14.84
2016,6,23,29.0,18.97
2016,6,24,23.16,14.51
2016,6,25,20.17,11.0
2016,6,26,19.46,9.31
2016,6,27,20.89,11.51
2016,6,28,20.82,11.64
2016,6,29,20.82,12.28
2016,6,30,21.84,13.34
2016,7,1,22.8,13.29
2016,7,2,18.95,11.64
2016,7,3,18.19,11.37
2016,7,4,22.1,11.55
2016,7,5,21.82,11.32
2016,7,6,22.7,8.78
2016,7,7,25.66,11.05
2016,7,8,26.2,14.87
2016,7,9,26.45,13.08
2016,7,10,26.98,16.14
2016,7,11,21.68,14.08
2016,7,12,20.32,13.06
2016,7,13,17.17,9.61
2016,7,14,18.99,8.86
2016,7,15,22.18,8.29
2016,7,16,24.83,11.86
2016,7,17,26.88,12.96
2016,7,18,28.17,14.34
2016,7,19,31.14,16.34
2016,7,20,28.37,18.19
2016,7,21,24.42,15.57
2016,7,22,24.78,14.83
2016,7,23,25.33,15.12
2016,7,24,25.3,12.91
2016,7,25,25.06,15.38
2016,7,26,23.12,12.95
2016,7,27,22.83,12.42
2016,7,28,23.87,16.51
2016,7,29,24.71,16.93
2016,7,30,23.09,15.32
2016,7,31,22.09,12.76
2016,8,1,21.49,10.26
2016,8,2,21.08,14.66
2016,8,3,24.28,15.27
2016,8,4,20.42,14.12
2016,8,5,21.95,11.57
2016,8,6,23.51,10.2
2016,8,7,26.86,13.07
2016,8,8,21.67,12.41
2016,8,9,21.0,10.03
2016,8,10,18.91,8.5
2016,8,11,21.39,8.13
2016,8,12,24.93,11.38
2016,8,13,26.24,11.6
2016,8,14,25.61,11.49
2016,8,15,25.99,12.31
2016,8,16,27.4,12.42
2016,8,17,27.71,13.02
2016,8,18,23.87,16.49
2016,8,19,22.88,15.3
2016,8,20,23.03,12.41
2016,8,21,19.82,11.44
2016,8,22,26.21,13.45
2016,8,23,29.51,14.19
2016,8,24,32.04,16.43
2016,8,25,33.08,17.73
2016,8,26,29.93,18.37
2016,8,27,31.58,17.64
2016,8,28,26.17,16.63
2016,8,29,23.84,14.38
2016,8,30,24.94,11.95
2016,8,31,26.05,14.44
2016,9,1,24.9,12.82
2016,9,2,26.49,12.39
2016,9,3,25.64,13.41
2016,9,4,21.57,15.21
2016,9,5,23.05,14.68
2016,9,6,24.97,15.75
2016,9,7,26.6,12.27
2016,9,8,25.03,12.66
2016,9,9,24.48,10.32
2016,9,10,25.13,12.42
2016,9,11,24.45,15.74
2016,9,12,29.47,15.82
2016,9,13,27.85,19.27
2016,9,14,26.78,16.88
2016,9,15,18.6,13.98
2016,9,16,20.57,12.66
2016,9,17,18.05,11.07
2016,9,18,21.94,9.96
2016,9,19,21.02,13.0
2016,9,20,20.16,12.14
2016,9,21,21.6,10.24
2016,9,22,21.91,9.23
2016,9,23,22.35,12.61
2016,9,24,23.74,9.97
2016,9,25,18.88,9.44
2016,9,26,19.06,8.82
2016,9,27,21.52,8.27
2016,9,28,23.3,12.36
2016,9,29,22.2,12.42
2016,9,30,18.33,11.93
2016,10,1,18.56,9.29
2016,10,2,16.58,7.07
2016,10,3,18.06,5.98
2016,10,4,18.75,7.21
2016,10,5,16.86,5.34
2016,10,6,15.13,3.13
2016,10,7,15.53,6.46
2016,10,8,16.11,6.2
2016,10,9,15.08,2.93
2016,10,10,13.7,4.22
2016,10,11,13.14,3.75
2016,10,12,13.94,1.98
2016,10,13,13.37,3.63
2016,10,14,11.12,4.58
2016,10,15,17.44,6.83
2016,10,16,20.55,7.57
2016,10,17,17.71,7.95
2016,10,18,15.75,6.83
2016,10,19,13.8,5.78
2016,10,20,13.99,6.59
2016,10,21,12.97,6.63
2016,10,22,13.46,4.22
2016,10,23,11.67,3.45
2016,10,24,14.79,7.8
2016,10,25,16.69,6.96
2016,10,26,13.51,6.07
2016,10,27,14.71,6.48
2016,10,28,15.23,5.93
2016,10,29,14.63,6.92
2016,10,30,16.25,6.72
2016,10,31,17.09,5.51
2016,11,1,13.58,5.29
2016,11,2,11.61,1.2
2016,11,3,10.89,0.38
2016,11,4,8.09,2.0
2016,11,5,11.01,3.8
2016,11,6,8.35,1.14
2016,11,7,4.06,1.07
2016,11,8,7.2,1.85
2016,11,9,9.67,2.72
2016,11,10,9.67,5.65
2016,11,11,8.79,-1.15
2016,11,12,8.28,-2.18
2016,11,13,9.41,4.14
2016,11,14,7.83,0.91
2016,11,15,13.9,5.64
2016,11,16,13.3,9.56
2016,11,17,12.87,7.67
2016,11,18,10.65,4.76
2016,11,19,8.8,4.16
2016,11,20,12.08,5.53
2016,11,21,14.67,8.76
2016,11,22,12.03,6.07
2016,11,23,12.88,6.71
2016,11,24,12.76,6.91
2016,11,25,8.51,6.09
2016,11,26,9.46,6.28
2016,11,27,8.23,2.58
2016,11,28,6.35,-2.73
2016,11,29,3.68,-4.78
2016,11,30,4.57,-4.59
2016,12,1,4.95,-2.75
2016,12,2,5.1,-0.35
2016,12,3,5.3,-3.2
2016,12,4,5.12,-3.65
2016,12,5,7.06,-0.96
2016,12,6,8.87,1.5
2016,12,7,8.48,1.17
2016,12,8,8.75,0.37
2016,12,9,7.77,2.7
2016,12,10,6.76,2.82
2016,12,11,8.8,1.91
2016,12,12,4.86,1.71
2016,12,13,8.63,1.81
2016,12,14,7.56,-0.24
2016,12,15,8.71,1.35
2016,12,16,9.24,2.37
2016,12,17,4.88,1.58
2016,12,18,3.68,1.84
2016,12,19,6.1,-0.11
2016,12,20,4.54,-1.58
2016,12,21,3.89,-0.56
2016,12,22,8.75,3.7
2016,12,23,6.12,1.68
2016,12,24,9.07,4.87
2016,12,25,8.72,4.15
2016,12,26,10.21,-0.88
2016,12,27,6.39,-2.53
2016,12,28,5.63,-2.41
2016,12,29,1.98,-4.2
2016,12,30,0.96,-4.33
2016,12,31,-0.78,-4.2
2017,1,1,0.26,-4.29
2017,1,2,2.2,-1.81
2017,1,3,2.23,-2.22
2017,1,4,3.66,-1.28
2017,1,5,4.4,-2.76
2017,1,6,0.73,-7.05
2017,1,7,1.64,-7.15
2017,1,8,2.39,0.7
2017,1,9,3.72,0.67
2017,1,10,5.85,-0.39
2017,1,11,9.07,1.62
2017,1,12,7.67,2.07
2017,1,13,4.04,-0.11
2017,1,14,3.87,-2.25
2017,1,15,2.11,-2.38
2017,1,16,2.47,-3.89
2017,1,17,0.85,-5.15
2017,1,18,0.48,-5.49
2017,1,19,0.49,-8.17
2017,1,20,0.13,-8.38
2017,1,21,1.8,-7.72
2017,1,22,2.84,-5.61
2017,1,23,1.19,-5.05
2017,1,24,2.35,-3.45
2017,1,25,0.6,-5.15
2017,1,26,1.6,-7.87
2017,1,27,7.47,-2.49
2017,1,28,6.47,0.84
2017,1,29,6.24,0.61
2017,1,30,10.67,3.99
2017,1,31,10.15,5.24
2017,2,1,10.4,4.04
2017,2,2,12.52,5.38
2017,2,3,11.32,3.38
2017,2,4,5.56,1.14
2017,2,5,8.3,2.25
2017,2,6,8.62,2.84
2017,2,7,11.27,3.15
2017,2,8,7.41,0.59
2017,2,9,6.81,-1.08
2017,2,10,3.27,-2.53
2017,2,11,1.36,-3.12
2017,2,12,6.11,-3.18
2017,2,13,8.9,-1.74
2017,2,14,13.72,0.38
2017,2,15,15.78,3.97
2017,2,16,11.48,3.47
2017,2,17,11.13,1.22
2017,2,18,11.16,0.52
2017,2,19,12.11,-1.31
2017,2,20,11.81,6.01
2017,2,21,12.39,8.9
2017,2,22,11.22,7.97
2017,2,23,11.0,5.73
2017,2,24,8.36,0.8
2017,2,25,10.54,-2.46
2017,2,26,11.23,1.98
2017,2,27,11.81,5.1
2017,2,28,7.18,2.45
2017,3,1,10.79,4.05
2017,3,2,12.08,2.8
2017,3,3,13.71,3.33
2017,3,4,9.15,4.58
2017,3,5,9.98,2.95
2017,3,6,8.39,4.39
2017,3,7,10.02,3.2
2017,3,8,13.8,4.25
2017,3,9,14.29,5.7
2017,3,10,14.02,4.0
2017,3,11,15.37,1.06
2017,3,12,15.32,5.28
2017,3,13,15.3,3.69
2017,3,14,15.2,2.74
2017,3,15,15.46,6.32
2017,3,16,18.45,4.06
2017,3,17,12.89,5.82
2017,3,18,12.89,6.07
2017,3,19,13.31,7.39
2017,3,20,12.29,7.43
2017,3,21,9.93,2.78
2017,3,22,12.96,1.29
2017,3,23,13.7,3.33
2017,3,24,14.45,3.79
2017,3,25,17.09,4.15
2017,3,26,16.46,3.31
2017,3,27,18.14,2.52
2017,3,28,17.54,4.77
2017,3,29,18.45,5.39
2017,3,30,21.91,7.41
2017,3,31,17.57,10.05
2017,4,1,14.35,7.49
2017,4,2,16.29,5.05
2017,4,3,18.41,4.86
2017,4,4,17.12,5.88
2017,4,5,14.73,5.62
2017,4,6,14.4,2.54
2017,4,7,17.48,2.42
2017,4,8,19.54,4.79
2017,4,9,23.03,5.26
2017,4,10,16.04,4.36
2017,4,11,16.08,4.07
2017,4,12,17.6,3.21
2017,4,13,16.38,6.14
2017,4,14,16.5,3.96
2017,4,15,15.93,6.08
2017,4,16,14.44,4.98
2017,4,17,14.49,2.45
2017,4,18,10.79,0.42
2017,4,19,11.15,0.52
2017,4,20,12.93,-2.9
2017,4,21,16.81,2.41
2017,4,22,15.48,4.61
2017,4,23,14.23,1.4
2017,4,24,16.32,1.63
2017,4,25,10.78,3.05
2017,4,26,9.04,-0.81
2017,4,27,10.07,0.89
2017,4,28,12.6,2.27
2017,4,29,16.58,2.2
2017,4,30,17.15,4.81
2017,5,1,13.88,6.36
2017,5,2,16.78,4.69
2017,5,3,11.18,6.17
2017,5,4,15.4,5.83
2017,5,5,18.01,6.46
2017,5,6,14.65,8.16
2017,5,7,14.19,6.86
2017,5,8,14.95,6.21
2017,5,9,16.21,3.04
2017,5,10,20.19,3.03
2017,5,11,20.88,9.85
2017,5,12,19.47,9.91
2017,5,13,19.87,9.32
2017,5,14,18.66,7.94
2017,5,15,22.54,8.1
2017,5,16,25.58,12.6
2017,5,17,26.03,14.3
2017,5,18,21.24,8.5
2017,5,19,15.76,8.24
2017,5,20,17.03,7.42
2017,5,21,20.98,7.84
2017,5,22,24.55,9.48
2017,5,23,22.94,11.55
2017,5,24,23.73,10.49
2017,5,25,24.9,11.81
2017,5,26,26.12,12.52
2017,5,27,26.85,14.97
2017,5,28,27.01,15.84
2017,5,29,26.76,17.18
2017,5,30,22.78,12.14
2017,5,31,23.51,10.39
2017,6,1,25.89,12.25
2017,6,2,26.2,14.58
2017,6,3,18.08,9.83
2017,6,4,20.07,8.76
2017,6,5,21.99,10.73
2017,6,6,17.18,10.14
2017,6,7,19.35,8.93
2017,6,8,25.09,10.74
2017,6,9,22.07,13.66
2017,6,10,25.54,11.35
2017,6,11,28.23,14.61
2017,6,12,21.47,10.86
2017,6,13,23.4,10.05
2017,6,14,25.1,13.82
2017,6,15,26.83,13.86
2017,6,16,22.38,11.72
2017,6,17,26.3,10.78
2017,6,18,27.83,14.33
2017,6,19,30.56,14.7
2017,6,20,31.31,17.41
2017,6,21,33.08,18.89
2017,6,22,31.85,16.98
2017,6,23,24.67,14.5
2017,6,24,25.64,14.05
2017,6,25,26.32,14.68
2017,6,26,27.5,13.78
2017,6,27,23.84,16.96
2017,6,28,22.89,14.98
2017,6,29,21.23,12.99
2017,6,30,20.57,12.34
2017,7,1,20.32,12.4
2017,7,2,21.92,10.91
2017,7,3,24.13,11.34
2017,7,4,26.13,11.85
2017,7,5,29.23,13.91
2017,7,6,31.6,17.93
2017,7,7,30.31,16.99
2017,7,8,28.53,15.07
2017,7,9,26.67,17.09
2017,7,10,22.34,14.16
2017,7,11,23.37,13.53
2017,7,12,23.22,13.97
2017,7,13,21.75,11.91
2017,7,14,22.88,12.09
2017,7,15,23.8,10.17
2017,7,16,27.39,15.05
2017,7,17,28.12,14.53
2017,7,18,31.53,16.5
2017,7,19,28.85,19.88
2017,7,20,22.95,13.28
2017,7,21,24.77,11.32
2017,7,22,19.92,12.83
2017,7,23,21.2,11.11
2017,7,24,20.84,11.0
2017,7,25,22.49,12.75
2017,7,26,22.87,11.55
2017,7,27,22.64,13.69
2017,7,28,23.24,11.94
2017,7,29,26.05,15.58
2017,7,30,25.03,15.24
2017,7,31,22.49,13.7
2017,8,1,23.68,14.78
2017,8,2,25.4,13.32
2017,8,3,26.21,16.28
2017,8,4,25.96,15.34
2017,8,5,22.94,11.86
2017,8,6,23.08,9.72
2017,8,7,25.21,9.37
2017,8,8,21.69,11.61
2017,8,9,18.83,10.11
2017,8,10,19.41,9.92
2017,8,11,21.64,10.05
2017,8,12,21.95,11.56
2017,8,13,23.15,9.57
2017,8,14,25.83,11.73
2017,8,15,22.97,15.18
2017,8,16,25.04,12.95
2017,8,17,25.34,14.52
2017,8,18,21.38,11.66
2017,8,19,20.5,9.99
2017,8,20,21.77,8.87
2017,8,21,24.41,13.73
2017,8,22,27.68,14.84
2017,8,23,27.7,14.09
2017,8,24,24.07,13.34
2017,8,25,26.11,14.94
2017,8,26,26.98,17.16
2017,8,27,27.92,15.78
2017,8,28,29.61,15.93
2017,8,29,31.44,17.45
2017,8,30,23.72,13.21
2017,8,31,20.98,10.75
2017,9,1,19.64,11.12
2017,9,2,19.85,9.14
2017,9,3,21.25,8.35
2017,9,4,23.61,12.73
2017,9,5,23.67,15.38
2017,9,6,20.25,13.3
2017,9,7,20.8,11.16
2017,9,8,18.87,13.38
2017,9,9,17.97,9.41
2017,9,10,20.75,8.53
2017,9,11,17.81,10.54
2017,9,12,18.47,11.11
2017,9,13,18.73,11.91
2017,9,14,16.01,10.0
2017,9,15,15.67,8.16
2017,9,16,14.34,7.74
2017,9,17,15.74,6.6
2017,9,18,16.32,6.41
2017,9,19,17.19,8.06
2017,9,20,18.9,5.89
2017,9,21,20.29,7.11
2017,9,22,18.88,8.48
2017,9,23,19.4,6.82
2017,9,24,22.32,9.0
2017,9,25,19.9,10.98
2017,9,26,20.52,12.56
2017,9,27,19.82,11.11
2017,9,28,20.66,13.66
2017,9,29,23.75,14.2
2017,9,30,18.02,11.0
2017,10,1,16.7,10.58
2017,10,2,21.45,13.68
2017,10,3,17.62,8.9
2017,10,4,17.72,7.01
2017,10,5,17.67,6.73
2017,10,6,15.94,5.71
2017,10,7,16.66,3.93
2017,10,8,17.3,8.52
2017,10,9,18.33,7.41
2017,10,10,17.74,10.04
2017,10,11,19.51,11.04
2017,10,12,20.35,11.41
2017,10,13,21.62,9.8
2017,10,14,22.2,8.84
2017,10,15,23.1,8.24
2017,10,16,24.01,13.29
2017,10,17,22.82,10.82
2017,10,18,20.44,10.61
2017,10,19,21.05,10.77
2017,10,20,16.64,9.33
2017,10,21,17.55,9.62
2017,10,22,13.64,9.04
2017,10,23,15.17,8.84
2017,10,24,19.17,11.61
2017,10,25,19.0,10.04
2017,10,26,18.85,8.44
2017,10,27,16.08,4.95
2017,10,28,15.0,4.48
2017,10,29,15.17,4.84
2017,10,30,12.69,4.34
2017,10,31,12.92,2.86
2017,11,1,14.59,3.08
2017,11,2,13.22,6.67
2017,11,3,16.58,7.74
2017,11,4,15.04,8.03
2017,11,5,9.78,4.02
2017,11,6,10.77,1.35
2017,11,7,9.95,-0.43
2017,11,8,8.52,-0.42
2017,11,9,10.5,1.84
2017,11,10,13.7,6.02
2017,11,11,13.41,6.13
2017,11,12,11.24,4.94
2017,11,13,9.03,3.15
2017,11,14,10.84,1.98
2017,11,15,10.04,4.68
2017,11,16,10.73,3.22
2017,11,17,11.75,2.71
2017,11,18,10.02,0.11
2017,11,19,9.0,0.8
2017,11,20,9.96,-0.4
2017,11,21,9.06,7.15
2017,11,22,12.96,5.41
2017,11,23,15.09,6.99
2017,11,24,10.93,5.82
2017,11,25,6.86,1.87
2017,11,26,7.3,1.42
2017,11,27,7.76,2.96
2017,11,28,8.76,-0.23
2017,11,29,5.1,-0.84
2017,11,30,4.22,0.27
2017,12,1,3.91,-0.81
2017,12,2,2.22,-3.68
2017,12,3,2.6,-2.83
2017,12,4,8.32,2.38
2017,12,5,7.44,2.63
2017,12,6,6.42,-0.88
2017,12,7,6.79,-1.13
2017,12,8,4.92,-0.62
2017,12,9,4.42,-2.06
2017,12,10,8.84,0.34
2017,12,11,9.48,1.43
2017,12,12,5.32,-1.7
2017,12,13,8.66,1.58
2017,12,14,6.56,2.97
2017,12,15,5.19,2.97
2017,12,16,5.78,0.26
2017,12,17,5.03,0.01
2017,12,18,8.18,2.55
2017,12,19,4.93,1.96
2017,12,20,7.67,3.87
2017,12,21,11.0,6.86
2017,12,22,10.81,6.23
2017,12,23,8.81,4.73
2017,12,24,9.17,6.44
2017,12,25,6.21,2.86
2017,12,26,6.09,3.44
2017,12,27,5.45,0.43
2017,12,28,5.52,-2.14
2017,12,29,7.48,-0.29
2017,12,30,13.24,4.89
2017,12,31,13.4,6.57
2018,1,1,9.89,4.56
2018,1,2,11.08,3.4
2018,1,3,13.25,7.13
2018,1,4,13.08,7.57
2018,1,5,10.54,6.22
2018,1,6,6.97,5.48
2018,1,7,5.76,4.34
2018,1,8,7.08,4.26
2018,1,9,5.98,4.36
2018,1,10,9.58,2.99
2018,1,11,5.99,3.61
2018,1,12,7.93,3.18
2018,1,13,5.38,1.04
2018,1,14,6.48,0.53
2018,1,15,8.8,1.55
2018,1,16,9.43,4.76
2018,1,17,8.02,2.79
2018,1,18,10.95,3.84
2018,1,19,6.55,2.91
2018,1,20,10.54,2.55
2018,1,21,9.91,1.33
2018,1,22,11.81,4.49
2018,1,23,9.57,5.16
2018,1,24,12.66,8.27
2018,1,25,9.63,4.98
2018,1,26,7.66,3.06
2018,1,27,7.35,2.68
2018,1,28,10.19,3.15
2018,1,29,10.54,7.96
2018,1,30,10.37,6.0
2018,1,31,8.47,2.82
2018,2,1,6.92,0.64
2018,2,2,6.12,0.72
2018,2,3,4.14,0.67
2018,2,4,3.83,-2.53
2018,2,5,2.57,-3.57
2018,2,6,0.33,-1.79
2018,2,7,0.91,-7.52
2018,2,8,3.5,-7.42
2018,2,9,0.84,-6.27
2018,2,10,3.97,-3.92
2018,2,11,5.43,-0.27
2018,2,12,5.43,-3.44
2018,2,13,4.12,-3.2
2018,2,14,4.17,-1.8
2018,2,15,11.44,1.03
2018,2,16,9.23,-1.26
2018,2,17,9.0,0.49
2018,2,18,8.89,-1.28
2018,2,19,4.19,-1.57
2018,2,20,7.63,0.05
2018,2,21,5.76,-3.4
2018,2,22,5.06,-4.17
2018,2,23,3.85,-4.71
2018,2,24,4.77,-3.99
2018,2,25,2.47,-4.57
2018,2,26,-0.99,-5.48
2018,2,27,-1.57,-6.78
2018,2,28,-1.05,-10.06
2018,3,1,3.07,-5.11
2018,3,2,6.1,-1.48
2018,3,3,7.19,-2.01
2018,3,4,5.99,0.74
2018,3,5,11.76,2.65
2018,3,6,10.07,2.28
2018,3,7,8.68,2.19
2018,3,8,9.83,1.89
2018,3,9,12.96,3.81
2018,3,10,17.13,8.86
2018,3,11,17.49,8.52
2018,3,12,12.94,7.21
2018,3,13,11.64,6.01
2018,3,14,13.55,0.78
2018,3,15,11.92,6.02
2018,3,16,11.9,5.95
2018,3,17,5.77,0.38
2018,3,18,1.35,-2.16
2018,3,19,3.42,-3.15
2018,3,20,7.78,-5.43
2018,3,21,8.36,-1.88
2018,3,22,8.22,-2.22
2018,3,23,6.44,-0.72
2018,3,24,13.62,1.89
2018,3,25,15.25,2.5
2018,3,26,13.36,3.04
2018,3,27,12.69,3.72
2018,3,28,13.81,2.02
2018,3,29,12.13,1.72
2018,3,30,10.8,2.43
2018,3,31,10.57,0.77
2018,4,1,11.4,3.92
2018,4,2,15.39,4.16
2018,4,3,15.74,7.33
2018,4,4,15.03,8.18
2018,4,5,12.1,3.88
2018,4,6,17.75,2.39
2018,4,7,19.72,8.31
2018,4,8,20.59,8.77
2018,4,9,14.49,8.4
2018,4,10,14.51,6.42
2018,4,11,18.31,4.93
2018,4,12,12.9,6.4
2018,4,13,17.34,6.53
2018,4,14,15.42,8.09
2018,4,15,16.18,6.64
2018,4,16,17.05,6.73
2018,4,17,20.58,4.85
2018,4,18,24.2,7.96
2018,4,19,25.72,9.04
2018,4,20,26.82,12.75
2018,4,21,25.49,10.99
2018,4,22,25.17,13.39
2018,4,23,18.71,8.29
2018,4,24,20.2,6.45
2018,4,25,16.83,6.9
2018,4,26,14.85,5.54
2018,4,27,18.85,6.02
2018,4,28,16.22,7.8
2018,4,29,11.35,6.38
2018,4,30,9.89,4.22
2018,5,1,13.18,3.32
2018,5,2,16.18,2.09
2018,5,3,16.64,5.63
2018,5,4,18.51,3.89
2018,5,5,22.75,6.68
2018,5,6,25.38,9.73
2018,5,7,24.67,9.6
2018,5,8,25.48,10.61
2018,5,9,21.95,9.37
2018,5,10,16.84,6.38
2018,5,11,20.19,4.39
2018,5,12,21.61,8.0
2018,5,13,15.75,7.7
2018,5,14,16.98,7.67
2018,5,15,21.34,8.51
2018,5,16,21.61,8.54
2018,5,17,18.64,6.7
2018,5,18,18.11,5.32
2018,5,19,18.58,5.58
2018,5,20,21.81,6.81
2018,5,21,21.54,9.86
2018,5,22,22.56,10.44
2018,5,23,20.63,10.8
2018,5,24,22.86,12.16
2018,5,25,23.97,12.44
2018,5,26,26.83,14.76
2018,5,27,25.34,16.4
2018,5,28,23.62,16.72
2018,5,29,21.41,15.22
2018,5,30,22.7,13.55
2018,5,31,22.89,15.74
2018,6,1,20.61,14.03
2018,6,2,23.07,12.2
2018,6,3,24.35,11.93
2018,6,4,22.72,15.51
2018,6,5,22.82,15.14
2018,6,6,23.45,13.53
2018,6,7,24.22,15.27
2018,6,8,23.45,15.51
2018,6,9,23.87,14.74
2018,6,10,24.36,14.65
2018,6,11,21.57,16.01
2018,6,12,19.23,11.3
2018,6,13,19.38,9.12
2018,6,14,21.2,10.06
2018,6,15,22.51,11.62
2018,6,16,21.91,10.93
2018,6,17,20.53,13.11
2018,6,18,22.97,13.03
2018,6,19,24.94,12.85
2018,6,20,26.76,14.19
2018,6,21,19.78,8.87
2018,6,22,20.61,6.31
2018,6,23,19.22,6.47
2018,6,24,21.54,9.9
2018,6,25,23.43,10.74
2018,6,26,24.73,11.4
2018,6,27,26.48,11.95
2018,6,28,25.6,13.6
2018,6,29,27.33,14.66
2018,6,30,29.13,14.87
2018,7,1,29.88,17.26
2018,7,2,28.15,15.42
2018,7,3,27.8,17.99
2018,7,4,26.44,16.66
2018,7,5,24.99,16.35
2018,7,6,26.71,13.5
2018,7,7,28.12,15.2
2018,7,8,28.21,16.87
2018,7,9,25.38,13.79
2018,7,10,21.77,13.24
2018,7,11,22.82,11.95
2018,7,12,23.95,11.64
2018,7,13,25.4,14.72
2018,7,14,27.48,14.36
2018,7,15,28.32,15.35
2018,7,16,28.05,16.74
2018,7,17,24.48,15.38
2018,7,18,26.52,13.38
2018,7,19,27.43,14.24
2018,7,20,23.84,15.94
2018,7,21,24.59,14.23
2018,7,22,26.49,14.67
2018,7,23,28.81,14.71
2018,7,24,29.74,16.7
2018,7,25,30.93,17.36
2018,7,26,33.31,18.09
2018,7,27,33.59,19.8
2018,7,28,25.01,16.19
2018,7,29,27.49,14.5
2018,7,30,27.52,16.89
2018,7,31,27.02,18.01
2018,8,1,28.28,15.2
2018,8,2,30.32,14.86
2018,8,3,32.02,16.56
2018,8,4,30.9,17.4
2018,8,5,28.95,15.59
2018,8,6,31.3,16.62
2018,8,7,34.07,16.53
2018,8,8,26.28,17.32
2018,8,9,22.49,12.55
2018,8,10,22.7,10.18
2018,8,11,23.73,12.06
2018,8,12,27.39,13.04
2018,8,13,23.48,14.32
2018,8,14,24.59,13.34
2018,8,15,24.96,13.26
2018,8,16,28.49,13.37
2018,8,17,24.16,13.2
2018,8,18,24.63,12.01
2018,8,19,27.08,14.1
2018,8,20,26.07,16.44
2018,8,21,26.9,14.78
2018,8,22,28.77,15.37
2018,8,23,26.49,14.79
2018,8,24,21.15,13.29
2018,8,25,19.43,10.34
2018,8,26,22.44,8.21
2018,8,27,23.22,11.73
2018,8,28,25.81,10.18
2018,8,29,19.79,12.44
2018,8,30,21.32,11.4
2018,8,31,20.78,10.99
2018,9,1,22.41,8.39
2018,9,2,23.55,7.9
2018,9,3,24.1,12.45
2018,9,4,23.83,14.09
2018,9,5,25.14,13.92
2018,9,6,22.45,11.15
2018,9,7,20.55,10.88
2018,9,8,22.3,8.78
2018,9,9,27.26,10.13
2018,9,10,22.29,12.57
2018,9,11,27.63,11.79
2018,9,12,26.64,12.31
2018,9,13,20.01,12.25
2018,9,14,21.49,8.49
2018,9,15,21.85,8.96
2018,9,16,23.11,9.08
2018,9,17,27.18,10.07
2018,9,18,25.65,14.11
2018,9,19,25.09,13.44
2018,9,20,24.67,13.53
2018,9,21,17.96,10.31
2018,9,22,18.02,9.35
2018,9,23,24.18,7.53
2018,9,24,17.49,6.56
2018,9,25,17.47,4.14
2018,9,26,20.35,3.0
2018,9,27,24.25,7.18
2018,9,28,19.68,7.9
2018,9,29,17.92,6.01
2018,9,30,17.78,4.04
2018,10,1,15.36,6.41
2018,10,2,17.68,6.74
2018,10,3,19.94,10.05
2018,10,4,20.48,7.53
2018,10,5,23.57,6.03
2018,10,6,22.47,10.48
2018,10,7,17.15,8.4
2018,10,8,18.07,5.46
2018,10,9,22.19,5.34
2018,10,10,23.91,9.12
2018,10,11,24.78,14.06
2018,10,12,23.4,12.81
2018,10,13,25.18,14.98
2018,10,14,23.65,13.93
2018,10,15,24.22,13.76
2018,10,16,23.25,11.31
2018,10,17,21.18,10.61
2018,10,18,20.15,9.85
2018,10,19,18.44,7.94
2018,10,20,16.39,6.09
2018,10,21,17.64,3.64
2018,10,22,16.53,5.33
2018,10,23,17.17,4.2
2018,10,24,18.53,8.59
2018,10,25,15.83,6.1
2018,10,26,13.64,3.66
2018,10,27,9.3,0.95
2018,10,28,7.59,3.25
2018,10,29,5.75,1.15
2018,10,30,9.27,1.27
2018,10,31,8.82,1.77
2018,11,1,11.99,5.71
2018,11,2,11.64,2.27
2018,11,3,11.26,0.08
2018,11,4,11.64,1.38
2018,11,5,18.8,6.87
2018,11,6,18.67,7.69
2018,11,7,11.5,7.35
2018,11,8,12.1,4.95
2018,11,9,14.53,3.97
2018,11,10,13.43,9.07
2018,11,11,13.54,9.32
2018,11,12,11.4,7.67
2018,11,13,13.65,5.21
2018,11,14,13.8,4.74
2018,11,15,9.81,5.17
2018,11,16,10.09,2.54
2018,11,17,7.98,0.26
2018,11,18,7.81,-1.17
2018,11,19,6.23,-4.12
2018,11,20,3.37,-2.87
2018,11,21,4.3,-3.98
2018,11,22,4.87,-1.49
2018,11,23,5.65,2.56
2018,11,24,8.84,4.02
2018,11,25,6.8,4.65
2018,11,26,7.69,3.27
2018,11,27,8.51,2.69
2018,11,28,12.11,5.86
2018,11,29,13.47,6.66
2018,11,30,11.88,5.27
2018,12,1,10.48,5.03
2018,12,2,14.97,10.07
2018,12,3,14.96,9.38
2018,12,4,10.72,5.5
2018,12,5,11.45,6.98
2018,12,6,12.95,8.34
2018,12,7,11.79,5.83
2018,12,8,11.36,6.27
2018,12,9,10.94,6.4
2018,12,10,8.96,3.75
2018,12,11,8.68,1.19
2018,12,12,4.79,-1.47
2018,12,13,3.55,-3.88
2018,12,14,2.26,-4.68
2018,12,15,1.22,-4.28
2018,12,16,1.94,-0.47
2018,12,17,4.37,1.47
2018,12,18,6.84,2.27
2018,12,19,9.02,6.52
2018,12,20,8.96,5.11
2018,12,21,13.44,7.0
2018,12,22,11.8,6.65
2018,12,23,12.97,6.88
2018,12,24,11.7,0.05
2018,12,25,6.11,-3.51
2018,12,26,2.75,-3.6
2018,12,27,1.02,-3.45
2018,12,28,1.92,-2.39
