YEAR,MO,DY,T2M_MAX,T2M_MIN
1991,1,1,6.45,3.25
1991,1,2,12.74,5.79
1991,1,3,11.11,8.45
1991,1,4,8.1,3.57
1991,1,5,9.22,2.93
1991,1,6,8.54,3.89
1991,1,7,9.27,4.53
1991,1,8,10.34,5.56
1991,1,9,12.73,7.88
1991,1,10,14.0,6.68
1991,1,11,10.79,4.1
1991,1,12,7.77,3.49
1991,1,13,5.15,-0.77
1991,1,14,3.88,-2.62
1991,1,15,3.97,-3.61
1991,1,16,4.78,-2.61
1991,1,17,9.15,0.16
1991,1,18,7.86,-2.54
1991,1,19,6.9,1.18
1991,1,20,7.19,-0.72
1991,1,21,9.65,1.43
1991,1,22,5.76,0.32
1991,1,23,5.14,-1.89
1991,1,24,2.96,-4.11
1991,1,25,3.46,-4.01
1991,1,26,2.21,-3.78
1991,1,27,1.94,-2.49
1991,1,28,1.56,-4.17
1991,1,29,1.5,-4.45
1991,1,30,1.3,-6.24
1991,1,31,2.16,-3.54
1991,2,1,1.82,-4.92
1991,2,2,-0.58,-7.04
1991,2,3,1.14,-8.0
1991,2,4,1.63,-7.41
1991,2,5,1.57,-7.69
1991,2,6,-3.49,-10.43
1991,2,7,-4.63,-12.0
1991,2,8,-3.46,-9.79
1991,2,9,0.39,-5.94
1991,2,10,-1.23,-7.09
1991,2,11,1.69,-2.92
1991,2,12,2.81,-3.21
1991,2,13,1.65,-4.6
1991,2,14,3.05,-4.52
1991,2,15,2.82,-2.75
1991,2,16,5.09,-2.6
1991,2,17,4.83,-3.09
1991,2,18,4.29,-3.24
1991,2,19,9.46,-0.94
1991,2,20,7.56,-1.44
1991,2,21,9.66,0.86
1991,2,22,9.62,1.42
1991,2,23,13.91,1.81
1991,2,24,15.68,0.97
1991,2,25,14.08,1.3
1991,2,26,15.64,2.06
1991,2,27,11.4,1.38
1991,2,28,9.9,2.42
1991,3,1,10.24,1.9
1991,3,2,9.16,4.17
1991,3,3,11.65,2.99
1991,3,4,14.64,2.87
1991,3,5,15.4,7.84
1991,3,6,19.58,7.61
1991,3,7,18.69,8.67
1991,3,8,16.67,8.11
1991,3,9,14.68,5.51
1991,3,10,13.04,2.48
1991,3,11,14.22,6.8
1991,3,12,17.43,4.73
1991,3,13,18.85,4.58
1991,3,14,19.23,4.72
1991,3,15,13.1,7.39
1991,3,16,19.1,7.06
1991,3,17,14.72,6.69
1991,3,18,14.64,6.44
1991,3,19,16.33,8.11
1991,3,20,17.44,10.8
1991,3,21,12.64,4.09
1991,3,22,11.8,3.68
1991,3,23,7.64,3.98
1991,3,24,12.5,3.28
1991,3,25,10.81,3.25
1991,3,26,12.07,4.11
1991,3,27,13.49,2.85
1991,3,28,13.84,1.26
1991,3,29,11.35,-1.78
1991,3,30,12.55,-2.92
1991,3,31,14.76,-1.83
1991,4,1,17.44,3.84
1991,4,2,16.45,3.28
1991,4,3,12.9,3.73
1991,4,4,10.32,2.47
1991,4,5,11.39,3.53
1991,4,6,12.84,3.12
1991,4,7,14.26,5.83
1991,4,8,15.36,5.54
1991,4,9,17.42,4.94
1991,4,10,20.1,3.32
1991,4,11,23.71,6.62
1991,4,12,23.05,7.96
1991,4,13,21.96,6.06
1991,4,14,18.82,7.55
1991,4,15,20.8,6.87
1991,4,16,15.95,2.85
1991,4,17,10.08,0.75
1991,4,18,8.51,0.25
1991,4,19,7.15,2.64
1991,4,20,6.56,-0.74
1991,4,21,8.5,-2.31
1991,4,22,9.67,1.37
1991,4,23,12.01,-0.14
1991,4,24,14.07,-0.51
1991,4,25,13.42,2.47
1991,4,26,17.19,3.1
1991,4,27,14.12,5.41
1991,4,28,16.71,2.43
1991,4,29,15.19,0.1
1991,4,30,15.47,7.13
1991,5,1,13.25,5.64
1991,5,2,13.99,5.0
1991,5,3,11.8,2.99
1991,5,4,10.55,2.61
1991,5,5,12.29,3.92
1991,5,6,11.61,3.58
1991,5,7,12.39,4.57
1991,5,8,14.1,4.45
1991,5,9,17.81,5.05
1991,5,10,15.41,5.91
1991,5,11,18.55,4.23
1991,5,12,18.58,7.55
1991,5,13,21.1,5.28
1991,5,14,17.36,4.66
1991,5,15,15.65,3.4
1991,5,16,13.56,3.67
1991,5,17,14.91,2.51
1991,5,18,16.26,1.04
1991,5,19,18.4,4.24
1991,5,20,21.58,8.98
1991,5,21,24.55,7.4
1991,5,22,25.37,10.23
1991,5,23,18.65,7.48
1991,5,24,18.37,4.84
1991,5,25,20.38,4.83
1991,5,26,20.33,7.99
1991,5,27,20.69,7.09
1991,5,28,22.0,8.26
1991,5,29,23.45,8.49
1991,5,30,25.17,9.85
1991,5,31,24.83,11.35
1991,6,1,19.83,7.78
1991,6,2,22.74,5.24
1991,6,3,16.58,6.63
1991,6,4,16.03,4.65
1991,6,5,17.7,3.39
1991,6,6,19.03,10.28
1991,6,7,17.37,10.43
1991,6,8,19.7,9.39
1991,6,9,21.47,12.23
1991,6,10,19.67,9.93
1991,6,11,19.69,7.8
1991,6,12,23.11,11.16
1991,6,13,17.38,11.39
1991,6,14,21.67,10.33
1991,6,15,24.04,10.66
1991,6,16,18.2,9.31
1991,6,17,18.21,8.15
1991,6,18,16.32,7.27
1991,6,19,18.23,8.21
1991,6,20,19.65,10.42
1991,6,21,21.96,9.1
1991,6,22,22.02,12.78
1991,6,23,22.16,11.02
1991,6,24,26.32,14.76
1991,6,25,27.73,17.04
1991,6,26,23.39,15.38
1991,6,27,18.63,11.39
1991,6,28,18.9,10.75
1991,6,29,22.83,10.18
1991,6,30,26.04,11.72
1991,7,1,27.68,14.52
1991,7,2,21.97,14.43
1991,7,3,26.01,14.14
1991,7,4,30.72,14.85
1991,7,5,33.88,18.87
1991,7,6,25.97,15.6
1991,7,7,24.52,16.17
1991,7,8,27.16,15.63
1991,7,9,25.67,13.97
1991,7,10,31.46,11.48
1991,7,11,36.25,18.32
1991,7,12,27.68,17.01
1991,7,13,25.59,16.23
1991,7,14,24.23,13.7
1991,7,15,26.29,11.73
1991,7,16,23.63,11.28
1991,7,17,24.81,12.63
1991,7,18,28.2,14.44
1991,7,19,23.67,13.03
1991,7,20,24.06,12.74
1991,7,21,26.36,11.51
1991,7,22,28.96,13.27
1991,7,23,32.75,14.35
1991,7,24,23.57,16.08
1991,7,25,18.71,12.67
1991,7,26,23.92,11.37
1991,7,27,25.49,11.7
1991,7,28,28.66,12.32
1991,7,29,31.44,15.23
1991,7,30,20.61,14.59
1991,7,31,25.1,12.15
1991,8,1,25.36,12.61
1991,8,2,25.82,13.57
1991,8,3,28.64,14.04
1991,8,4,28.57,17.31
1991,8,5,32.29,17.18
1991,8,6,34.46,18.54
1991,8,7,29.31,17.33
1991,8,8,21.17,13.73
1991,8,9,25.65,12.11
1991,8,10,28.62,13.99
1991,8,11,29.91,14.53
1991,8,12,26.58,15.43
1991,8,13,27.69,13.78
1991,8,14,29.63,14.78
1991,8,15,32.04,16.11
1991,8,16,27.76,13.21
1991,8,17,26.78,11.84
1991,8,18,23.78,12.12
1991,8,19,25.51,10.19
1991,8,20,28.16,14.23
1991,8,21,31.05,14.17
1991,8,22,30.01,17.07
1991,8,23,24.74,12.46
1991,8,24,25.93,13.45
1991,8,25,28.43,14.14
1991,8,26,29.14,13.03
1991,8,27,28.26,13.59
1991,8,28,27.97,14.13
1991,8,29,26.96,13.09
1991,8,30,27.88,11.14
1991,8,31,30.15,12.06
1991,9,1,26.08,14.26
1991,9,2,25.22,16.13
1991,9,3,29.71,14.26
1991,9,4,30.97,15.09
1991,9,5,29.33,13.84
1991,9,6,23.75,12.1
1991,9,7,22.01,10.58
1991,9,8,24.76,10.27
1991,9,9,27.69,10.12
1991,9,10,29.91,14.07
1991,9,11,25.56,15.6
1991,9,12,24.29,11.76
1991,9,13,23.36,8.01
1991,9,14,26.92,10.08
1991,9,15,26.08,15.81
1991,9,16,26.78,14.76
1991,9,17,23.86,12.63
1991,9,18,26.56,9.8
1991,9,19,23.83,13.25
1991,9,20,24.35,9.75
1991,9,21,29.09,11.86
1991,9,22,20.08,12.37
1991,9,23,21.15,12.09
1991,9,24,25.35,14.79
1991,9,25,19.45,12.75
1991,9,26,18.04,11.0
1991,9,27,15.33,9.42
1991,9,28,19.0,9.58
1991,9,29,20.42,10.86
1991,9,30,16.48,7.78
1991,10,1,17.32,7.29
1991,10,2,18.27,10.12
1991,10,3,20.5,7.13
1991,10,4,18.84,11.69
1991,10,5,19.96,9.04
1991,10,6,15.33,7.02
1991,10,7,17.62,4.59
1991,10,8,18.22,7.09
1991,10,9,20.59,7.23
1991,10,10,24.39,11.25
1991,10,11,23.41,11.0
1991,10,12,15.74,9.75
1991,10,13,19.81,8.02
1991,10,14,18.79,9.38
1991,10,15,18.61,7.54
1991,10,16,15.51,8.6
1991,10,17,13.92,6.97
1991,10,18,11.25,5.54
1991,10,19,9.96,3.52
1991,10,20,11.01,3.03
1991,10,21,9.48,3.32
1991,10,22,11.81,3.25
1991,10,23,11.54,5.35
1991,10,24,11.92,6.28
1991,10,25,13.3,6.88
1991,10,26,11.22,4.0
1991,10,27,15.19,4.25
1991,10,28,14.67,7.32
1991,10,29,15.18,6.63
1991,10,30,10.79,4.56
1991,10,31,12.47,5.18
1991,11,1,17.17,5.05
1991,11,2,16.13,10.8
1991,11,3,13.62,7.58
1991,11,4,10.43,5.0
1991,11,5,8.17,3.75
1991,11,6,9.22,0.82
1991,11,7,12.04,6.82
1991,11,8,13.26,7.54
1991,11,9,9.29,2.11
1991,11,10,8.87,1.19
1991,11,11,8.0,3.79
1991,11,12,12.87,4.5
1991,11,13,9.57,3.94
1991,11,14,8.38,4.34
1991,11,15,9.87,5.2
1991,11,16,9.32,3.34
1991,11,17,8.4,3.09
1991,11,18,12.09,4.29
1991,11,19,7.91,4.28
1991,11,20,4.34,1.01
1991,11,21,4.98,-2.36
1991,11,22,6.45,-2.84
1991,11,23,5.74,-3.0
1991,11,24,4.38,-3.68
1991,11,25,5.42,-2.32
1991,11,26,10.52,1.64
1991,11,27,8.37,1.94
1991,11,28,8.63,2.66
1991,11,29,6.83,3.02
1991,11,30,7.65,2.85
1991,12,1,6.63,3.1
1991,12,2,4.31,-1.22
1991,12,3,0.5,-2.99
1991,12,4,0.62,-4.03
1991,12,5,5.31,-2.76
1991,12,6,3.39,-3.76
1991,12,7,4.15,-4.16
1991,12,8,3.83,-2.78
1991,12,9,3.83,-3.21
1991,12,10,-1.61,-7.35
1991,12,11,1.06,-7.64
1991,12,12,3.25,-3.78
1991,12,13,2.57,-6.63
1991,12,14,2.22,-7.18
1991,12,15,2.25,-5.95
1991,12,16,3.7,-0.55
1991,12,17,6.12,0.05
1991,12,18,8.8,3.88
1991,12,19,11.37,5.88
1991,12,20,5.59,2.95
1991,12,21,10.94,4.45
1991,12,22,13.03,9.08
1991,12,23,9.93,4.27
1991,12,24,6.65,-0.71
1991,12,25,5.67,-2.36
1991,12,26,6.78,-2.44
1991,12,27,7.04,2.76
1991,12,28,5.83,-1.03
1991,12,29,6.0,-1.16
1991,12,30,5.96,-0.54
1991,12,31,3.93,-2.93
1992,1,1,2.86,-2.2
1992,1,2,2.95,-2.38
1992,1,3,2.39,-1.98
1992,1,4,6.99,1.94
1992,1,5,9.94,4.91
1992,1,6,6.38,0.44
1992,1,7,4.86,0.42
1992,1,8,10.27,2.11
1992,1,9,11.26,5.74
1992,1,10,6.46,2.64
1992,1,11,4.44,0.03
1992,1,12,5.38,-1.56
1992,1,13,4.97,-3.16
1992,1,14,4.41,-3.38
1992,1,15,5.58,-0.09
1992,1,16,4.69,-0.26
1992,1,17,6.58,-0.07
1992,1,18,5.84,-1.22
1992,1,19,5.81,-1.47
1992,1,20,6.53,0.12
1992,1,21,1.46,-5.85
1992,1,22,-0.08,-5.4
1992,1,23,-1.12,-7.92
1992,1,24,2.06,-8.65
1992,1,25,3.83,-4.7
1992,1,26,4.26,-0.52
1992,1,27,4.2,-2.25
1992,1,28,2.96,-2.62
1992,1,29,2.34,-4.36
1992,1,30,6.46,-5.2
1992,1,31,6.6,-1.45
1992,2,1,6.02,-1.74
1992,2,2,5.55,-1.49
1992,2,3,4.91,-0.65
1992,2,4,7.65,1.25
1992,2,5,9.26,4.01
1992,2,6,9.25,2.58
1992,2,7,9.8,-1.93
1992,2,8,8.0,-1.49
1992,2,9,7.9,1.44
1992,2,10,8.4,3.46
1992,2,11,9.68,4.38
1992,2,12,15.45,8.53
1992,2,13,8.83,3.34
1992,2,14,9.84,2.67
1992,2,15,10.99,4.31
1992,2,16,6.93,0.48
1992,2,17,5.25,-4.06
1992,2,18,2.77,-5.54
1992,2,19,3.3,-4.72
1992,2,20,5.12,-4.08
1992,2,21,6.66,-2.18
1992,2,22,5.79,-3.05
1992,2,23,8.06,-1.77
1992,2,24,8.03,-0.37
1992,2,25,10.85,1.43
1992,2,26,11.13,2.49
1992,2,27,12.83,2.13
1992,2,28,15.52,2.3
1992,2,29,15.99,2.06
1992,3,1,15.82,3.25
1992,3,2,11.69,2.31
1992,3,3,14.28,1.11
1992,3,4,16.05,0.96
1992,3,5,13.31,4.83
1992,3,6,14.32,3.5
1992,3,7,14.63,0.62
1992,3,8,12.46,5.01
1992,3,9,12.02,2.94
1992,3,10,14.52,2.06
1992,3,11,10.07,0.65
1992,3,12,13.12,3.7
1992,3,13,13.09,8.09
1992,3,14,11.18,4.34
1992,3,15,13.73,6.26
1992,3,16,11.5,3.58
1992,3,17,13.03,6.01
1992,3,18,16.83,2.85
1992,3,19,16.62,6.82
1992,3,20,17.95,5.59
1992,3,21,13.25,6.75
1992,3,22,13.77,6.94
1992,3,23,7.45,1.95
1992,3,24,8.31,2.86
1992,3,25,9.11,2.38
1992,3,26,7.31,1.16
1992,3,27,10.25,1.91
1992,3,28,7.92,0.62
1992,3,29,10.76,2.1
1992,3,30,13.09,3.62
1992,3,31,11.15,2.88
1992,4,1,11.51,1.14
1992,4,2,10.06,2.83
1992,4,3,11.9,1.68
1992,4,4,11.73,2.06
1992,4,5,12.42,0.71
1992,4,6,13.32,0.7
1992,4,7,13.74,3.22
1992,4,8,17.03,4.83
1992,4,9,15.87,2.19
1992,4,10,18.14,2.66
1992,4,11,19.84,3.82
1992,4,12,14.41,2.86
1992,4,13,13.11,1.74
1992,4,14,15.36,1.92
1992,4,15,10.31,3.47
1992,4,16,9.8,2.2
1992,4,17,10.27,2.15
1992,4,18,17.99,8.57
1992,4,19,16.63,6.89
1992,4,20,17.21,5.01
1992,4,21,20.93,3.33
1992,4,22,16.59,5.91
1992,4,23,16.64,8.46
1992,4,24,21.06,7.65
1992,4,25,18.02,8.58
1992,4,26,21.5,8.68
1992,4,27,17.4,7.72
1992,4,28,13.83,6.67
1992,4,29,14.33,4.38
1992,4,30,14.39,3.68
1992,5,1,16.37,6.09
1992,5,2,14.01,4.32
1992,5,3,15.76,2.52
1992,5,4,17.81,2.03
1992,5,5,17.0,3.7
1992,5,6,19.04,6.49
1992,5,7,21.67,5.84
1992,5,8,17.68,6.95
1992,5,9,17.3,6.44
1992,5,10,16.61,7.96
1992,5,11,15.93,7.63
1992,5,12,19.84,6.14
1992,5,13,24.85,7.02
1992,5,14,28.64,11.54
1992,5,15,29.0,11.81
1992,5,16,26.41,12.24
1992,5,17,21.84,7.54
1992,5,18,24.43,8.64
1992,5,19,24.71,10.79
1992,5,20,24.58,9.83
1992,5,21,23.24,9.75
1992,5,22,22.53,9.54
1992,5,23,26.5,10.64
1992,5,24,23.89,12.73
1992,5,25,25.54,12.67
1992,5,26,25.73,12.59
1992,5,27,26.04,13.01
1992,5,28,24.1,14.43
1992,5,29,21.76,14.61
1992,5,30,22.92,13.16
1992,5,31,19.25,12.99
1992,6,1,22.35,13.17
1992,6,2,19.14,12.03
1992,6,3,18.7,10.57
1992,6,4,17.98,9.94
1992,6,5,14.49,8.68
1992,6,6,17.92,7.3
1992,6,7,20.25,8.99
1992,6,8,20.36,10.19
1992,6,9,20.71,11.18
1992,6,10,22.26,10.16
1992,6,11,22.66,12.63
1992,6,12,20.2,10.79
1992,6,13,23.83,10.47
1992,6,14,25.63,11.93
1992,6,15,27.36,13.21
1992,6,16,25.78,15.8
1992,6,17,23.22,12.52
1992,6,18,19.58,8.79
1992,6,19,16.06,8.27
1992,6,20,16.71,9.35
1992,6,21,20.6,9.95
1992,6,22,23.27,8.91
1992,6,23,22.21,12.48
1992,6,24,18.53,12.75
1992,6,25,18.47,11.73
1992,6,26,23.66,12.53
1992,6,27,26.14,11.32
1992,6,28,27.93,13.43
1992,6,29,29.15,14.2
1992,6,30,22.98,16.01
1992,7,1,23.23,13.66
1992,7,2,23.39,12.58
1992,7,3,25.16,14.52
1992,7,4,19.31,12.9
1992,7,5,20.43,12.72
1992,7,6,23.08,14.12
1992,7,7,23.55,13.32
1992,7,8,24.41,10.73
1992,7,9,25.36,13.95
1992,7,10,20.13,14.92
1992,7,11,20.71,14.37
1992,7,12,21.02,12.61
1992,7,13,24.73,10.89
1992,7,14,25.1,14.41
1992,7,15,27.35,15.08
1992,7,16,31.08,16.58
1992,7,17,24.44,15.32
1992,7,18,26.34,13.51
1992,7,19,30.36,14.54
1992,7,20,32.91,16.85
1992,7,21,23.29,14.83
1992,7,22,24.9,13.17
1992,7,23,27.68,12.39
1992,7,24,28.61,13.79
1992,7,25,26.29,11.25
1992,7,26,29.15,13.05
1992,7,27,25.06,12.27
1992,7,28,24.7,9.78
1992,7,29,29.15,11.9
1992,7,30,33.82,15.7
1992,7,31,30.58,17.21
1992,8,1,33.61,18.57
1992,8,2,30.18,17.34
1992,8,3,27.12,14.64
1992,8,4,25.4,12.81
1992,8,5,29.71,13.01
1992,8,6,28.85,14.06
1992,8,7,35.24,15.72
1992,8,8,35.77,19.56
1992,8,9,26.41,17.69
1992,8,10,24.13,15.37
1992,8,11,23.01,15.39
1992,8,12,22.52,13.61
1992,8,13,20.61,14.66
1992,8,14,22.67,11.78
1992,8,15,23.79,9.27
1992,8,16,25.8,12.69
1992,8,17,23.57,15.55
1992,8,18,29.85,14.73
1992,8,19,29.29,16.6
1992,8,20,26.37,16.62
1992,8,21,23.13,15.43
1992,8,22,25.4,13.82
1992,8,23,20.59,13.01
1992,8,24,26.85,14.77
1992,8,25,29.18,15.24
1992,8,26,25.61,15.95
1992,8,27,27.53,16.0
1992,8,28,25.76,15.65
1992,8,29,20.94,12.45
1992,8,30,21.01,11.95
1992,8,31,15.24,9.18
1992,9,1,16.84,8.22
1992,9,2,20.16,10.09
1992,9,3,18.94,11.42
1992,9,4,15.62,9.41
1992,9,5,18.23,6.3
1992,9,6,19.77,7.51
1992,9,7,20.16,7.99
1992,9,8,18.59,6.29
1992,9,9,19.74,7.21
1992,9,10,21.78,7.43
1992,9,11,21.91,9.1
1992,9,12,20.43,6.85
1992,9,13,20.54,9.04
1992,9,14,19.18,12.84
1992,9,15,22.32,10.52
1992,9,16,23.02,10.43
1992,9,17,26.45,10.8
1992,9,18,20.65,12.54
1992,9,19,21.0,11.47
1992,9,20,21.41,11.79
1992,9,21,22.26,11.87
1992,9,22,17.55,11.91
1992,9,23,18.21,10.17
1992,9,24,18.09,9.71
1992,9,25,23.85,10.88
1992,9,26,24.74,11.0
1992,9,27,27.06,15.36
1992,9,28,20.19,10.71
1992,9,29,20.77,9.97
1992,9,30,20.41,12.3
1992,10,1,17.84,8.79
1992,10,2,20.05,9.22
1992,10,3,15.49,11.19
1992,10,4,16.78,7.87
1992,10,5,11.99,8.13
1992,10,6,12.36,8.14
1992,10,7,14.37,9.99
1992,10,8,16.03,9.9
1992,10,9,14.86,8.24
1992,10,10,13.88,5.14
1992,10,11,15.1,4.44
1992,10,12,14.73,5.01
1992,10,13,13.42,0.77
1992,10,14,13.47,-0.88
1992,10,15,11.27,3.21
1992,10,16,10.56,0.86
1992,10,17,9.41,0.82
1992,10,18,11.55,0.16
1992,10,19,13.07,3.62
1992,10,20,11.89,5.42
1992,10,21,10.06,2.54
1992,10,22,10.56,3.37
1992,10,23,11.25,5.1
1992,10,24,10.39,4.56
1992,10,25,14.47,8.02
1992,10,26,11.15,5.67
1992,10,27,11.36,5.7
1992,10,28,10.68,3.31
1992,10,29,12.11,3.16
1992,10,30,10.86,0.82
1992,10,31,9.46,0.44
1992,11,1,10.07,0.03
1992,11,2,12.53,0.62
1992,11,3,11.66,5.86
1992,11,4,12.05,5.54
1992,11,5,16.26,5.97
1992,11,6,14.24,5.76
1992,11,7,10.03,6.1
1992,11,8,12.07,8.17
1992,11,9,11.12,7.16
1992,11,10,13.13,7.19
1992,11,11,14.65,7.06
1992,11,12,9.55,5.5
1992,11,13,8.36,1.47
1992,11,14,5.33,0.3
1992,11,15,12.16,6.17
1992,11,16,9.59,5.31
1992,11,17,6.67,2.69
1992,11,18,10.95,2.76
1992,11,19,11.41,6.9
1992,11,20,8.75,2.5
1992,11,21,12.92,5.63
1992,11,22,14.89,11.06
1992,11,23,13.97,7.37
1992,11,24,11.83,8.45
1992,11,25,13.94,9.51
1992,11,26,14.4,5.82
1992,11,27,9.22,4.55
1992,11,28,11.45,7.88
1992,11,29,13.48,8.77
1992,11,30,13.28,6.75
1992,12,1,11.2,3.88
1992,12,2,14.07,4.77
1992,12,3,8.72,4.01
1992,12,4,5.55,2.53
1992,12,5,5.7,1.65
1992,12,6,6.7,2.33
1992,12,7,9.21,3.75
1992,12,8,6.24,2.86
1992,12,9,6.26,0.57
1992,12,10,4.52,-0.23
1992,12,11,4.33,-0.74
1992,12,12,9.19,1.09
1992,12,13,7.84,0.38
1992,12,14,7.88,3.65
1992,12,15,6.31,0.81
1992,12,16,8.51,3.46
1992,12,17,8.08,3.42
1992,12,18,9.88,5.12
1992,12,19,11.05,7.09
1992,12,20,8.2,4.62
1992,12,21,6.31,3.33
1992,12,22,5.37,-2.04
1992,12,23,3.17,-1.47
1992,12,24,6.73,-0.05
1992,12,25,3.33,-0.93
1992,12,26,1.05,-4.36
1992,12,27,1.4,-4.13
1992,12,28,0.84,-3.94
1992,12,29,-0.23,-7.58
1992,12,30,-0.53,-8.11
1992,12,31,-2.08,-6.91
1993,1,1,-1.52,-7.4
1993,1,2,0.23,-9.14
1993,1,3,-3.0,-10.6
1993,1,4,-1.08,-9.55
1993,1,5,2.52,-4.7
1993,1,6,6.12,2.06
1993,1,7,7.54,3.48
1993,1,8,8.15,-1.61
1993,1,9,11.25,-0.14
1993,1,10,9.5,7.64
1993,1,11,12.32,8.86
1993,1,12,10.3,0.27
1993,1,13,12.54,0.91
1993,1,14,10.29,4.48
1993,1,15,11.07,4.55
1993,1,16,11.83,5.22
1993,1,17,11.1,5.1
1993,1,18,8.98,0.84
1993,1,19,9.68,3.32
1993,1,20,10.65,5.82
1993,1,21,13.22,6.73
1993,1,22,12.91,8.57
1993,1,23,12.17,4.4
1993,1,24,11.51,7.91
1993,1,25,7.45,-2.16
1993,1,26,6.29,-3.74
1993,1,27,9.77,7.65
1993,1,28,9.87,6.35
1993,1,29,11.53,5.49
1993,1,30,9.44,2.53
1993,1,31,5.4,-0.75
1993,2,1,5.41,-0.49
1993,2,2,6.69,-0.72
1993,2,3,5.91,-2.36
1993,2,4,4.86,-3.28
1993,2,5,3.29,-2.27
1993,2,6,5.08,-1.59
1993,2,7,6.32,1.67
1993,2,8,7.49,1.94
1993,2,9,4.67,-1.09
1993,2,10,5.7,-1.42
1993,2,11,8.5,1.36
1993,2,12,10.23,0.3
1993,2,13,6.23,-1.98
1993,2,14,5.25,-2.07
1993,2,15,8.16,-3.03
1993,2,16,8.04,0.47
1993,2,17,9.12,0.99
1993,2,18,9.31,1.38
1993,2,19,8.71,2.43
1993,2,20,10.23,0.18
1993,2,21,6.02,0.29
1993,2,22,4.72,-0.29
1993,2,23,4.0,-4.92
1993,2,24,4.67,-4.92
1993,2,25,4.8,-1.99
1993,2,26,2.7,-1.81
1993,2,27,4.04,-2.21
1993,2,28,3.11,-3.41
1993,3,1,5.84,-2.7
1993,3,2,8.28,-2.04
1993,3,3,6.25,-4.04
1993,3,4,5.16,-4.26
1993,3,5,6.7,-3.4
1993,3,6,10.32,1.39
1993,3,7,9.13,2.32
1993,3,8,10.21,-1.66
1993,3,9,12.18,-4.4
1993,3,10,13.55,0.84
1993,3,11,15.56,2.25
1993,3,12,16.11,1.01
1993,3,13,15.46,0.34
1993,3,14,16.32,3.86
1993,3,15,18.33,3.9
1993,3,16,17.06,3.83
1993,3,17,16.46,8.16
1993,3,18,15.65,6.53
1993,3,19,13.57,2.5
1993,3,20,15.55,-0.24
1993,3,21,17.28,6.49
1993,3,22,15.24,6.29
1993,3,23,11.47,3.79
1993,3,24,11.72,1.4
1993,3,25,10.69,0.92
1993,3,26,9.4,-1.27
1993,3,27,10.97,-2.48
1993,3,28,9.55,-3.78
1993,3,29,11.99,-3.79
1993,3,30,15.62,1.17
1993,3,31,20.56,6.69
1993,4,1,13.26,3.18
1993,4,2,11.26,2.45
1993,4,3,13.66,2.04
1993,4,4,11.62,4.08
1993,4,5,11.11,3.16
1993,4,6,13.97,4.08
1993,4,7,12.15,6.03
1993,4,8,13.98,5.92
1993,4,9,15.77,3.87
1993,4,10,16.94,3.15
1993,4,11,12.7,5.51
1993,4,12,13.8,4.35
1993,4,13,12.46,2.72
1993,4,14,12.38,3.78
1993,4,15,11.78,4.22
1993,4,16,15.99,2.52
1993,4,17,16.22,5.04
1993,4,18,17.26,9.18
1993,4,19,18.64,7.18
1993,4,20,23.96,6.74
1993,4,21,20.02,8.98
1993,4,22,15.3,9.23
1993,4,23,19.85,7.61
1993,4,24,15.49,9.61
1993,4,25,18.15,8.38
1993,4,26,18.51,8.19
1993,4,27,22.55,9.67
1993,4,28,23.49,12.97
1993,4,29,21.61,12.92
1993,4,30,21.98,10.99
1993,5,1,16.24,9.93
1993,5,2,15.8,10.24
1993,5,3,16.47,8.51
1993,5,4,17.21,6.33
1993,5,5,17.58,4.19
1993,5,6,17.57,4.11
1993,5,7,13.0,6.44
1993,5,8,16.1,10.01
1993,5,9,18.13,9.57
1993,5,10,23.17,7.23
1993,5,11,23.77,11.71
1993,5,12,19.11,10.87
1993,5,13,18.0,9.28
1993,5,14,18.95,8.75
1993,5,15,15.1,7.1
1993,5,16,19.22,4.1
1993,5,17,23.3,9.44
1993,5,18,19.84,14.18
1993,5,19,18.59,11.1
1993,5,20,15.47,8.16
1993,5,21,18.2,7.55
1993,5,22,19.96,6.95
1993,5,23,24.04,9.84
1993,5,24,25.12,12.5
1993,5,25,25.94,15.67
1993,5,26,23.86,14.91
1993,5,27,20.12,11.25
1993,5,28,18.13,9.75
1993,5,29,21.38,8.59
1993,5,30,20.87,11.75
1993,5,31,20.14,10.22
1993,6,1,22.83,11.59
1993,6,2,19.76,12.17
1993,6,3,19.41,11.77
1993,6,4,22.45,10.39
1993,6,5,24.19,12.52
1993,6,6,26.0,14.14
1993,6,7,26.47,13.61
1993,6,8,28.13,14.06
1993,6,9,29.47,15.73
1993,6,10,23.11,16.26
1993,6,11,16.72,11.29
1993,6,12,13.54,10.03
1993,6,13,18.53,11.02
1993,6,14,17.86,10.7
1993,6,15,20.41,10.8
1993,6,16,22.42,9.12
1993,6,17,20.61,11.67
1993,6,18,24.87,9.22
1993,6,19,24.37,12.93
1993,6,20,22.38,10.72
1993,6,21,22.21,10.45
1993,6,22,21.21,10.38
1993,6,23,21.13,9.68
1993,6,24,20.92,7.89
1993,6,25,23.76,9.89
1993,6,26,23.72,8.8
1993,6,27,24.77,13.18
1993,6,28,21.84,10.07
1993,6,29,25.73,10.39
1993,6,30,25.36,15.32
1993,7,1,23.93,16.43
1993,7,2,23.94,14.69
1993,7,3,26.4,11.97
1993,7,4,27.6,14.39
1993,7,5,23.15,11.75
1993,7,6,20.8,9.57
1993,7,7,22.54,9.54
1993,7,8,24.3,9.56
